Airport Code;Airport Name;City Name;Country Name;Country Code;Latitude;Longitude;World Area Code;City Name geo_name_id;Country Name geo_name_id;coordinates
KNG;Kaimana;Kaimana;Indonesia;ID;-3.716667;133.916667;832;\N;1643084;-3.716667, 133.916667
QRO;Queretaro;Queretaro;Mexico;MX;20.617221999999998;-100.185556;148;3991164;3996063;20.617221999999998, -100.185556
TFY;Tarfaya;Tarfaya;Morocco;MA;27.95;-12.91;548;\N;2542007;27.95, -12.91
KBZ;Kaikoura;Kaikoura;New Zealand;NZ;-42.425;173.605278;851;\N;2186224;-42.425, 173.605278
NCR;San Carlos;San Carlos;Nicaragua;NI;11.766667;-86.1;153;3616911;3617476;11.766667, -86.1
SKO;Sokoto;Sokoto;Nigeria;NG;13.016667;5.266667;555;2322911;2328926;13.016667, 5.266667
ANA;Orange County Steel Salvage Heliport;Anaheim;United States;US;33.848333;-117.850278;67;5323810;6252001;33.848333, -117.850278
LFR;La Fria;La Fria;Venezuela;VE;8.283333;-72.283333;388;3795152;3625428;8.283333, -72.283333
AAJ;Cayana Airstrip;Awaradam;Suriname;SR;3.896667;-55.579167;379;\N;3382998;3.896667, -55.579167
CEJ;Chernigov;Chernigov;Ukraine;UA;51.5;31.3;488;710735;690791;51.5, 31.3
CWL;Cardiff;Cardiff;United Kingdom;GB;51.4;-3.35;493;2653822;2635167;51.4, -3.35
KLQ;Keluang;Keluang;Indonesia;ID;-2.6;103.95;832;\N;1643084;-2.6, 103.95
ZIQ;Harbour;Salina;Italy;IT;39.733333;16.116667;450;\N;3175395;39.733333, 16.116667
MRF;Municipal;Marfa;United States;US;30.233333;-103.866667;67;5525775;6252001;30.233333, -103.866667
SYE;Sadah;Sadah;Yemen;YE;16.966667;43.733333;694;\N;69543;16.966667, 43.733333
PYR;Andravida;Pyrgos;Greece;GR;37.683333;21.466667;433;734622;390903;37.683333, 21.466667
AMD;Ahmedabad;Ahmedabad;India;IN;23.077222;72.634722;733;1279233;1269750;23.077222, 72.634722
DRE;Drummond Island;Drummond Island;United States;US;46.016667;-83.75;67;\N;6252001;46.016667, -83.75
FDY;Findlay;Findlay;United States;US;41.016667;-83.666667;67;5153924;6252001;41.016667, -83.666667
PUO;Prudhoe Bay;Prudhoe Bay;United States;US;54.95;-1.85;67;\N;6252001;54.95, -1.85
PDP;Capitan Corbeta CA Curbelo International Airport;Maldonado;Uruguay;UY;-34.858333;-55.091667;385;3441894;3439705;-34.858333, -55.091667
BYN;Bayankhongor;Bayankhongor;Mongolia;MN;46.1;100.683333;751;\N;2029969;46.1, 100.683333
GIL;Gilgit;Gilgit;Pakistan;PK;35.916667;74.383333;764;1178338;1168579;35.916667, 74.383333
LNC;Lengbati;Lengbati;Papua New Guinea;PG;-6.366667;147.366667;804;\N;2088628;-6.366667, 147.366667
SZF;Carsamba;Samsun;Turkey;TR;41.25;36.333333;679;740264;298795;41.25, 36.333333
ZDU;ScotRail;Dundee;United Kingdom;GB;56.5;-2.966667;493;2650752;2635167;56.5, -2.966667
SMB;Cerro Sombrero;Cerro Sombrero;Chile;CL;-52.666667;-69.266667;324;\N;3895114;-52.666667, -69.266667
CUD;Caloundra;Caloundra;Australia;AU;-26.8;153.15;802;2172710;2077456;-26.8, 153.15
PER;Perth International;Perth;Australia;AU;-31.940278;115.966944;802;2063523;2077456;-31.940278, 115.966944
BSR;International;Basra;Iraq;IQ;30.55;47.766667;634;99532;99237;30.55, 47.766667
CHH;Chachapoyas;Chachapoyas;Peru;PE;-6.05;-78.033333;368;3698540;3932488;-6.05, -78.033333
HCN;Hengchun;Hengchun;Taiwan;TW;28.258889;113.410556;781;\N;1668284;28.258889, 113.410556
FEA;Fetlar;Fetlar;United Kingdom;GB;60.583333;-0.966666999999999;493;\N;2635167;60.583333, -0.966666999999999
HTF;Hatfield;Hatfield;United Kingdom;GB;51.765;-0.248333;493;\N;2635167;51.765, -0.248333
LEQ;Lands End;Lands End;United Kingdom;GB;50.1;-5.666667;493;\N;2635167;50.1, -5.666667
LCH;Municipal;Lake Charles;United States;US;30.116667;-93.216667;67;4330236;6252001;30.116667, -93.216667
LRJ;Municipal;Lemars;United States;US;42.783333;-96.15;67;\N;6252001;42.783333, -96.15
GED;Sussex County;Georgetown;United States;US;38.683333;-75.366667;67;5422889;6252001;38.683333, -75.366667
GPI;Guapi;Guapi;Colombia;CO;2.583333;-77.9;327;3681505;3686121;2.583333, -77.9
QGV;Neu Isenburg;Frankfurt;Germany;DE;49.683333;10.533333;429;2925535;2921044;49.683333, 10.533333
LRS;Leros;Leros;Greece;GR;37.183333;26.8;433;\N;390903;37.183333, 26.8
TMX;Timimoun;Timimoun;Algeria;DZ;29.25;-0.25;500;2476403;2589581;29.25, -0.25
LYP;Faisalabad;Faisalabad;Pakistan;PK;31.516666999999998;73.0;764;1179400;1168579;31.516666999999998, 73.0
OPS;Sinop;Sinop;Brazil;BR;-12.084722;-55.633888999999996;316;\N;3469034;-12.084722, -55.633888999999996
BBY;Bambari;Bambari;Central African Republic;CF;5.85;20.633333;509;240604;239880;5.85, 20.633333
BKD;Stephens County;Breckenridge;United States;US;32.75;-98.9;67;5414872;6252001;32.75, -98.9
GVX;Sandviken;Gavle;Sweden;SE;60.516667;17.016667;484;2712414;2661886;60.516667, 17.016667
SGA;Sheghnan;Sheghnan;Afghanistan;AF;38.033333;71.716667;701;\N;1149361;38.033333, 71.716667
BZL;Barisal;Barisal;Bangladesh;BD;22.666667;90.341667;703;1336137;1210997;22.666667, 90.341667
FSI;Henry Post AAF;Fort Sill;United States;US;19.833333;-72.5;67;\N;6252001;19.833333, -72.5
IWA;Ivanova;Ivanova;Russian Federation;RU;57.0;41.0;770;\N;2017370;57.0, 41.0
KLC;Kaolack;Kaolack;Senegal;SN;14.083333;-16.5;569;\N;2245662;14.083333, -16.5
EGN;Geneina;Geneina;Sudan;SD;13.483333;22.45;583;379303;366755;13.483333, 22.45
XQI;Railway Station;Nottingham;United Kingdom;GB;52.966667;-1.166667;493;2641170;2635167;52.966667, -1.166667
JBK;Berkeley;Berkeley;United States;US;37.95;-122.3;67;5327684;6252001;37.95, -122.3
MNB;Moanda;Moanda;Zaire;ZR;-5.933333;12.35;517;\N;;-5.933333, 12.35
CDG;Charles De Gaulle;Paris;France;FR;49.016667;2.55;427;2988507;3017382;49.016667, 2.55
UAH;Ua Huka;Ua Huka;French Polynesia;PF;-8.933333;-139.55;823;\N;4020092;-8.933333, -139.55
OBD;Obano;Obano;Indonesia;ID;-3.9;136.2;832;\N;1643084;-3.9, 136.2
HKD;Hakodate;Hakodate;Japan;JP;41.766667;140.816667;736;2130188;1861060;41.766667, 140.816667
MEG;Malange;Malange;Angola;AO;-9.533333;16.333333;502;2239862;3351879;-9.533333, 16.333333
YMC;Maricourt Airstrip;Maricourt Airstrip;Canada;CA;56.516667;-71.066667;906;\N;6251999;56.516667, -71.066667
KNN;Kankan;Kankan;Guinea;GN;10.4;-9.3;531;2419992;2420477;10.4, -9.3
MJZ;Mirnyj;Mirnyj;Russian Federation;RU;62.533333;114.033333;770;2019951;2017370;62.533333, 114.033333
EAS;Donostia - San Sebastian;San Sebastian;Spain;ES;43.35;-1.8;482;3110044;2510769;43.35, -1.8
HRK;Kharkov;Kharkov;Ukraine;UA;50.0;36.25;488;706483;690791;50.0, 36.25
DAG;Barstow-Daggett;Daggett;United States;US;34.85;-116.783333;67;\N;6252001;34.85, -116.783333
JOT;Municipal;Joliet;United States;US;41.533333;-88.083333;67;4898015;6252001;41.533333, -88.083333
DGD;Dalgaranga;Dalgaranga;Australia;AU;-27.766666999999998;117.033333;802;\N;2077456;-27.766666999999998, 117.033333
GYP;Gympie;Gympie;Australia;AU;-26.283333;152.7;802;2164129;2077456;-26.283333, 152.7
RVD;Rio Verde;Rio Verde;Brazil;BR;-17.833333;-50.955278;316;3451051;3469034;-17.833333, -50.955278
YXI;Killaloe;Killaloe;Canada;CA;45.55;-77.416667;906;\N;6251999;45.55, -77.416667
SOE;Souanke;Souanke;Congo;CG;2.083333;14.05;515;\N;2260494;2.083333, 14.05
MKD;Chagni;Chagni;Ethiopia;ET;11.033333;36.466667;522;\N;337996;11.033333, 36.466667
CAV;Cazombo;Cazombo;Angola;AO;-11.883333;22.933333;502;\N;3351879;-11.883333, 22.933333
MNG;Maningrida;Maningrida;Australia;AU;-12.05;134.216667;802;\N;2077456;-12.05, 134.216667
AVI;Maximo Gomez;Ciego De Avila;Cuba;CU;22.025;-78.791389;219;3564178;3562981;22.025, -78.791389
TAY;Tartu;Tartu;Estonia;EE;58.4;26.75;422;588335;453733;58.4, 26.75
BOA;Boma;Boma;Zaire;ZR;-5.816667;13.066667;517;\N;;-5.816667, 13.066667
TRJ;Tarakbits;Tarakbits;Papua New Guinea;PG;-4.6;143.316667;804;\N;2088628;-4.6, 143.316667
VMI;INC;Vallemi;Paraguay;PY;-26.033333;-57.25;365;\N;3437598;-26.033333, -57.25
PPS;Puerto Princesa;Puerto Princesa;Philippines;PH;9.733333;118.75;766;1692685;1694008;9.733333, 118.75
RNL;Rennell;Rennell;Solomon Islands;SB;-11.666667;160.3;874;\N;2103350;-11.666667, 160.3
YCQ;Chetwynd;Chetwynd;Canada;CA;55.7;-121.666667;906;5921091;6251999;55.7, -121.666667
YGA;Gagnon;Gagnon;Canada;CA;51.95;-68.133333;906;\N;6251999;51.95, -68.133333
YWO;Lupin;Lupin;Canada;CA;65.758889;-111.248889;906;\N;6251999;65.758889, -111.248889
MDJ;City-county;Madras;United States;US;44.633333;-121.133333;67;5738690;6252001;44.633333, -121.133333
MFB;Monfort;Monfort;Colombia;CO;0.633332999999999;-69.75;327;\N;3686121;0.633332999999999, -69.75
ZGO;Gotha Railway;Gotha;Germany;DE;51.416667;12.6;429;2918752;2921044;51.416667, 12.6
AEG;Aek Godang;Aek Godang;Indonesia;ID;1.383333;99.45;832;\N;1643084;1.383333, 99.45
BDW;Bedford Downs;Bedford Downs;Australia;AU;-17.3;127.466667;802;\N;2077456;-17.3, 127.466667
LMQ;Marsa Brega;Marsa Brega;Libya;LY;30.5;19.166667;538;2215210;2215636;30.5, 19.166667
JAL;Jalapa;Jalapa;Mexico;MX;19.583333;-96.833333;148;3803064;3996063;19.583333, -96.833333
RKT;Ras Al Khaimah;Ras Al Khaimah;United Arab Emirates;AE;25.613611;55.938889;678;291074;290557;25.613611, 55.938889
SPZ;Springdale Muni;Springdale;United States;US;36.183333;-94.133333;67;5213447;6252001;36.183333, -94.133333
YFE;Forestville;Forestville;Canada;CA;48.733333;-69.1;906;\N;6251999;48.733333, -69.1
MKS;Mekane Selam;Mekane Selam;Ethiopia;ET;11.683333;38.15;522;\N;337996;11.683333, 38.15
PUE;Puerto Obaldia;Puerto Obaldia;Panama;PA;8.683333;-77.533333;162;\N;3703433;8.683333, -77.533333
HWA;Hawabango;Hawabango;Papua New Guinea;PG;-7.433333;145.966667;804;\N;2088628;-7.433333, 145.966667
TGL;Tagula;Tagula;Papua New Guinea;PG;-11.333333;153.216667;804;\N;2088628;-11.333333, 153.216667
XYH;Helsingborg Railway;Angelholm/Helsingborg;Sweden;SE;59.683333;15.816667;484;2725901;2661886;59.683333, 15.816667
LPH;Heliport;Lochgilphead;United Kingdom;GB;56.05;-5.433333;493;2643825;2635167;56.05, -5.433333
SLK;Adirondack;Saranac Lake;United States;US;44.4;-74.2;67;5136322;6252001;44.4, -74.2
BIH;Bishop;Bishop;United States;US;37.366667;-118.35;67;5328808;6252001;37.366667, -118.35
TPS;Birgi;Trapani;Italy;IT;38.016667;12.483333;450;2522876;3175395;38.016667, 12.483333
WDH;Hosea Kutako International;Windhoek;Namibia;NA;-22.48;17.470833;575;3352136;3355338;-22.48, 17.470833
ZWI;Wilmington Rail;Wilmington;United States;US;-32.65;138.1;67;4955840;6252001;-32.65, 138.1
PPQ;Paraparaumu;Paraparaumu;New Zealand;NZ;-40.904722;174.989167;851;\N;2186224;-40.904722, 174.989167
DOS;Dios;Dios;Papua New Guinea;PG;-5.55;154.966667;804;\N;2088628;-5.55, 154.966667
CMO;Obbia;Obbia;Somalia;SO;5.366667;48.516667;573;57000;51537;5.366667, 48.516667
RVY;Rivera;Rivera;Uruguay;UY;-31.033333;-55.616667;385;3440781;3439705;-31.033333, -55.616667
JOH;Port Saint Johns;Port Saint Johns;South Africa;ZA;-31.616667;29.533333;562;\N;953987;-31.616667, 29.533333
FFD;RAF Station;Fairford;United Kingdom;GB;51.7;-1.783332999999999;493;2649741;2635167;51.7, -1.783332999999999
AYE;AAF Heliport;Fort Devens;United States;US;19.833333;-72.5;67;\N;6252001;19.833333, -72.5
SYD;Kingsford Smith;Sydney;Australia;AU;-33.946111;151.177222;802;2147714;2077456;-33.946111, 151.177222
ZRR;Harbour;Fiumicino;Canada;CA;67.45;-133.75;906;\N;6251999;67.45, -133.75
XDB;Lille Europe Rail Svc;Lille;France;FR;50.633333;3.066667;427;2998324;3017382;50.633333, 3.066667
DUM;Pinang Kampai;Dumai;Indonesia;ID;1.683333;101.45;832;1645133;1643084;1.683333, 101.45
DJB;Sultan Taha Syarifudn;Jambi;Indonesia;ID;-1.638056;103.644444;832;1642858;1643084;-1.638056, 103.644444
TSF;S. Angelo;Treviso;Italy;IT;45.651667;12.198889;450;3165201;3175395;45.651667, 12.198889
HNY;Hengyang;Hengyang;China;CN;26.905278;112.627778;713;1808370;1814991;26.905278, 112.627778
YVA;Iconi;Moroni;Comoros;KM;-11.7;43.233333;513;921772;921929;-11.7, 43.233333
CPU;Cururupu;Cururupu;Brazil;BR;-1.8;-44.866667;316;3401148;3469034;-1.8, -44.866667
UDI;Eduardo Gomes;Uberlandia;Brazil;BR;-18.882778;-48.225556;316;3445831;3469034;-18.882778, -48.225556
BTG;Batangafo;Batangafo;Central African Republic;CF;7.3;18.3;509;2389691;239880;7.3, 18.3
HAH;Prince Said Ibrahim In;Moroni;Comoros;KM;-12.469167;43.274722;513;921772;921929;-12.469167, 43.274722
NEK;Nekemt;Nekemt;Ethiopia;ET;9.033333;36.583333;522;\N;337996;9.033333, 36.583333
KIT;Kithira;Kithira;Greece;GR;36.15;22.983333;433;\N;390903;36.15, 22.983333
BUW;Baubau;Baubau;Indonesia;ID;-5.466667;122.633333;832;\N;1643084;-5.466667, 122.633333
OMH;Urmieh;Urmieh;Iran;IR;37.668056;45.068611;632;\N;130758;37.668056, 45.068611
OHD;Ohrid;Ohrid;Macedonia;MK;41.18;20.75;497;787487;718075;41.18, 20.75
WAL;Wallops Flight Center;Chincoteague;United States;US;37.933333;-75.383333;67;4752495;6252001;37.933333, -75.383333
PMN;Pumani;Pumani;Papua New Guinea;PG;-9.816667;149.466667;804;\N;2088628;-9.816667, 149.466667
MFT;Machu Picchu;Machu Picchu;Peru;PE;-13.166111;-72.498333;368;\N;3932488;-13.166111, -72.498333
XRY;Jerez De La Frontera;Jerez De La Frontera;Spain;ES;36.744722;-6.06;482;2516326;2510769;36.744722, -6.06
ELP;El Paso International Airport;El Paso;United States;US;31.8;-106.383333;67;5520993;6252001;31.8, -106.383333
HUD;Humboldt;Humboldt;United States;US;42.733333;-94.216667;67;4861335;6252001;42.733333, -94.216667
AIK;Municipal;Aiken;United States;US;33.65;-81.683333;67;4569067;6252001;33.65, -81.683333
CUP;Carupano;Carupano;Venezuela;VE;10.666667;-63.25;388;3646382;3625428;10.666667, -63.25
PSW;Passos;Passos;Brazil;BR;-20.716667;-46.616667;316;3454847;3469034;-20.716667, -46.616667
LHK;Guanghua;Guanghua;China;CN;32.266667;111.633333;713;1804386;1814991;32.266667, 111.633333
NTX;Natuna Ranai;Natuna Ranai;Indonesia;ID;3.95;108.383333;832;\N;1643084;3.95, 108.383333
DLM;Dalaman;Dalaman;Turkey;TR;36.716667;28.783333;679;447273;298795;36.716667, 28.783333
SLL;Salalah;Salalah;Oman;OM;17.033333;54.1;658;286621;286963;17.033333, 54.1
ELT;Tour Sinai City;Tour Sinai City;Egypt;EG;52.368333;-9.144167;591;\N;357994;52.368333, -9.144167
COK;Cochin International;Kochi;India;IN;10.151944;76.401944;733;1273874;1269750;10.151944, 76.401944
OMN;Osmanabad;Osmanabad;India;IN;18.15;76.1;733;1261012;1269750;18.15, 76.1
OEO;Municipal;Osceola;United States;US;45.316667;-92.7;67;5265824;6252001;45.316667, -92.7
SCM;SPB;Scammon Bay;United States;US;61.866667;-165.583333;67;\N;6252001;61.866667, -165.583333
TEH;Tetlin;Tetlin;United States;US;36.766667;49.5;67;\N;6252001;36.766667, 49.5
MRQ;Marinduque;Marinduque;Philippines;PH;13.35;121.816667;766;\N;1694008;13.35, 121.816667
XTL;Tadoule Lake;Tadoule Lake, MB;Canada;CA;58.708611;-98.512778;906;\N;6251999;58.708611, -98.512778
BQV;Bartlett SPB;Gustavus;United States;US;58.45;-135.883333;67;\N;6252001;58.45, -135.883333
PNP;Girua;Popondetta;Papua New Guinea;PG;-8.766667;148.216667;804;2088163;2088628;-8.766667, 148.216667
YMS;Yurimaguas;Yurimaguas;Peru;PE;-5.9;-76.1;368;3690654;3932488;-5.9, -76.1
RDT;Richard Toll;Richard Toll;Senegal;SN;16.433333;-15.65;569;2246544;2245662;16.433333, -15.65
PHW;Cape Town;Phalaborwa;South Africa;ZA;-23.937222;31.155278;562;965528;953987;-23.937222, 31.155278
ORG;Zorg En Hoop;Paramaribo;Suriname;SR;5.491667;-55.183333;379;3383330;3382998;5.491667, -55.183333
UHF;RAF Station;Upper Heyford;United Kingdom;GB;51.933333;-1.266667;493;\N;2635167;51.933333, -1.266667
AOL;Paso De Los Libres;Paso De Los Libres;Argentina;AR;-29.683333;-57.15;303;\N;3865483;-29.683333, -57.15
GLM;Glenormiston;Glenormiston;Australia;AU;-22.283333;138.316667;802;\N;2077456;-22.283333, 138.316667
SBJ;Sao Mateus;Sao Mateus;Brazil;BR;-18.720278;-39.8325;316;3448519;3469034;-18.720278, -39.8325
YPP;Pine Point;Pine Point;Canada;CA;61.016667;-114.25;906;\N;6251999;61.016667, -114.25
JCT;Kimble County;Junction;United States;US;30.483333;-99.766667;67;4701791;6252001;30.483333, -99.766667
LDM;Mason County;Ludington;United States;US;50.8;24.05;67;5000306;6252001;50.8, 24.05
TTE;Babullah;Ternate;Indonesia;ID;3.831388999999999;127.381389;832;1624041;1643084;3.831388999999999, 127.381389
AQJ;King Hussein Intl;Aqaba;Jordan;JO;29.0;34.666667;639;250774;248816;29.0, 34.666667
PHN;St Clair County Intl;Port Huron;United States;US;42.9;-82.533333;67;5006233;6252001;42.9, -82.533333
DTD;Datadawai;Datadawai;Indonesia;ID;0.716666999999999;116.483333;832;\N;1643084;0.716666999999999, 116.483333
MJI;Mitiga;Mitiga;Libya;LY;32.9;13.283333;538;\N;2215636;32.9, 13.283333
SGG;Simanggang;Simanggang;Malaysia;MY;1.216667;111.45;749;1735799;1733045;1.216667, 111.45
WVB;Rooikop;Walvis Bay;Namibia;NA;-22.98;14.645278;562;3359638;3355338;-22.98, 14.645278
WAG;Wanganui;Wanganui;New Zealand;NZ;-39.966667;175.016667;851;2179670;2186224;-39.966667, 175.016667
LMI;Lumi;Lumi;Papua New Guinea;PG;-3.483333;142.033333;804;\N;2088628;-3.483333, 142.033333
IRE;Irece;Irece;Brazil;BR;-11.3;-41.866667;316;3461013;3469034;-11.3, -41.866667
YQV;Yorkton;Yorkton;Canada;CA;51.266667;-102.466667;906;6185607;6251999;51.266667, -102.466667
TRY;Tororo;Tororo;Uganda;UG;-0.684721999999999;34.183056;590;\N;226074;-0.684721999999999, 34.183056
BHD;George Best Belfast City;Belfast;United Kingdom;GB;54.618056;-5.8725000000000005;493;2655984;2635167;54.618056, -5.8725000000000005
NDY;Sanday;Sanday;United Kingdom;GB;59.466667;-2.65;493;\N;2635167;59.466667, -2.65
CZZ;Campo;Campo;United States;US;18.45;-72.1;67;\N;6252001;18.45, -72.1
GUH;Gunnedah;Gunnedah;Australia;AU;-30.95;150.233333;802;2164206;2077456;-30.95, 150.233333
PSZ;Puerto Suarez;Puerto Suarez;Bolivia;BO;-18.966667;-57.866667;312;\N;3923057;-18.966667, -57.866667
ZRJ;Round Lake;Round Lake;Canada;CA;52.95;-91.316667;906;\N;6251999;52.95, -91.316667
YTS;Timmins;Timmins, ON;Canada;CA;48.569722;-81.376667;906;6166739;6251999;48.569722, -81.376667
CHG;Chaoyang Airport;Chaoyang;China;CN;41.601667;120.405;713;2038120;1814991;41.601667, 120.405
JIB;Ambouli;Djibouti;Djibouti;DJ;11.55;43.166667;525;223817;223818;11.55, 43.166667
MPW;Mariupol;Mariupol, MN;Ukraine;UA;47.1;37.55;488;\N;690791;47.1, 37.55
ELI;Elim;Elim;United States;US;64.616667;-162.266667;67;5188469;6252001;64.616667, -162.266667
IPL;Imperial County;Imperial;United States;US;32.833333;-115.566667;67;5696354;6252001;32.833333, -115.566667
BDJ;Sjamsudin Noor;Banjarmasin;Indonesia;ID;-3.283333;114.683333;832;1650213;1643084;-3.283333, 114.683333
SNI;R.E. Murray;Sinoe;Liberia;LR;5.033333;-9.064444;537;\N;2275384;5.033333, -9.064444
WOD;Wood River;Wood River;United States;US;59.066667;-157.433333;67;5082201;6252001;59.066667, -157.433333
AHY;Ambatolahy;Ambatolahy;Madagascar;MG;-20.016667;45.533333;541;\N;1062947;-20.016667, 45.533333
TVA;Morafenobe;Morafenobe;Madagascar;MG;-17.85;44.916667;541;\N;1062947;-17.85, 44.916667
ZWR;Kota Kinabalu Port;Kota Kinabalu;Malaysia;MY;5.983333;116.066667;749;1733432;1733045;5.983333, 116.066667
SNW;Thandwe;Thandwe;Myanmar;MM;-13.816667;32.45;706;\N;1327865;-13.816667, 32.45
TON;Tonu;Tonu;Papua New Guinea;PG;40.65;36.433333;804;\N;2088628;40.65, 36.433333
WSU;Wasu;Wasu;Papua New Guinea;PG;-6.0;147.25;804;\N;2088628;-6.0, 147.25
BTQ;Butare;Butare;Rwanda;RW;-2.6;29.733333000000002;566;203112;49518;-2.6, 29.733333000000002
WKF;Waterkloof AFB;Waterkloof;South Africa;ZA;-25.83;28.2225;562;\N;953987;-25.83, 28.2225
YLJ;Meadow Lake;Meadow Lake;Canada;CA;54.125278;-108.522778;906;6071421;6251999;54.125278, -108.522778
FCM;Flying Cloud;Minneapolis;United States;US;44.827222;-93.456944;67;5037649;6252001;44.827222, -93.456944
BDR;Igor I. Sikorsky Mem.;Bridgeport;United States;US;41.166667;-73.133333;67;5788111;6252001;41.166667, -73.133333
SRQ;Sarasota-Bradenton International Airport;Sarasota, FL;United States;US;27.395556;-82.554444;67;4172131;6252001;27.395556, -82.554444
FBG;Simmons AAF;Fort Bragg;United States;US;19.833333;-72.5;67;5350039;6252001;19.833333, -72.5
AVA;An Shun/Huang Guo Shu;An Shun;China;CN;33.216667;120.95;713;\N;1814991;33.216667, 120.95
PVG;Pu Dong;Shanghai;China;CN;31.143333;121.805278;713;1796236;1814991;31.143333, 121.805278
MKW;Rendani;Manokwari;Indonesia;ID;-0.883332999999999;134.05;832;1636308;1643084;-0.883332999999999, 134.05
IXK;Keshod;Keshod;India;IN;21.316944;70.270278;733;1267227;1269750;21.316944, 70.270278
BXM;Batom;Batom;Indonesia;ID;-2.283333;139.6;832;\N;1643084;-2.283333, 139.6
CRM;National;Catarman;Philippines;PH;12.516667;124.633333;766;1717931;1694008;12.516667, 124.633333
MGQ;Mogadishu International Airport;Mogadishu;Somalia;SO;2.014444;45.304722;573;53654;51537;2.014444, 45.304722
UTL;Torremolinos;Torremolinos;Spain;ES;38.916667;-5.7;482;2510281;2510769;38.916667, -5.7
KPY;Port Bailey SPB;Port Bailey;United States;US;57.93;-153.040556;67;\N;6252001;57.93, -153.040556
TGR;Touggourt;Touggourt;Algeria;DZ;33.1;6.066667;500;2475475;2589581;33.1, 6.066667
MBW;Moorabbin;Mentone;Australia;AU;-37.975833;145.102222;802;\N;2077456;-37.975833, 145.102222
NRY;Newry;Newry;Australia;AU;-16.083333;129.341667;802;\N;2077456;-16.083333, 129.341667
WLL;Wollogorang;Wollogorang;Australia;AU;-17.216667;137.916667;802;\N;2077456;-17.216667, 137.916667
YNN;Yandi;Yandicoogina;Australia;AU;-21.416667;120.166667;802;\N;2077456;-21.416667, 120.166667
GCM;Owen Roberts International;Georgetown;Cayman Islands;KY;19.292778;-81.357778;233;3580661;3580718;19.292778, -81.357778
KAW;Kawthaung;Kawthaung;Myanmar;MM;10.05;98.533333;706;\N;1327865;10.05, 98.533333
NRN;Weeze;Dusseldorf;Germany;DE;51.2075;6.773333;429;2934246;2921044;51.2075, 6.773333
SDC;Sandcreek;Sandcreek;Guyana;GY;3.0;-59.516667;350;\N;3378535;3.0, -59.516667
STV;Surat;Surat;India;IN;21.114167;72.741667;733;1269439;1269750;21.114167, 72.741667
NSH;Now Shahr;Now Shahr;Iran;IR;36.666667;51.466667;632;\N;130758;36.666667, 51.466667
OKJ;Okayama;Okayama;Japan;JP;34.583333;133.933333;736;1854383;1861060;34.583333, 133.933333
GSS;Sabi Sabi;Sabi Sabi;South Africa;ZA;-25.116667;30.8;562;\N;953987;-25.116667, 30.8
BSI;Blairsville;Blairsville;United States;US;40.433333;-79.266667;67;5180834;6252001;40.433333, -79.266667
KTS;Brevig Mission;Teller Mission;United States;US;65.333333;-166.483333;67;\N;6252001;65.333333, -166.483333
CDL;Candle;Candle;United States;US;65.9;-161.916667;67;\N;6252001;65.9, -161.916667
IAH;George Bush Intercontinental;Houston;United States;US;29.984444;-95.341389;67;5864312;6252001;29.984444, -95.341389
AZO;Kalamazoo/Battle Creek Intl;Kalamazoo;United States;US;42.235;-85.551944;67;4997787;6252001;42.235, -85.551944
RSL;Russell;Russell;United States;US;38.883333;-98.85;67;4949204;6252001;38.883333, -98.85
HPN;Westchester County Apt;White Plains;United States;US;41.066667;-73.7;67;5144336;6252001;41.066667, -73.7
CUT;Cutral;Cutral;Argentina;AR;-38.966667;-69.25;303;\N;3865483;-38.966667, -69.25
LGG;Liege Airport;Liege;Belgium;BE;50.636389;5.442778;409;2792413;2802361;50.636389, 5.442778
DGA;Dangriga;Dangriga;Belize;BZ;17.183333;-88.583333;106;3582228;3582678;17.183333, -88.583333
BRA;Barreiras;Barreiras;Brazil;BR;-12.05;-45.0;316;3470583;3469034;-12.05, -45.0
YBK;Baker Lake;Baker Lake;Canada;CA;64.3;-96.083333;906;\N;6251999;64.3, -96.083333
JIU;Jiujiang;Jiujiang;China;CN;29.733333000000002;115.983333;713;1805179;1814991;29.733333000000002, 115.983333
TUJ;Tum;Tum;Ethiopia;ET;9.55;38.683333;522;\N;337996;9.55, 38.683333
HEM;Helsinki-malmi;Helsinki;Finland;FI;60.258333;25.05;425;658225;660013;60.258333, 25.05
SPJ;Eleftherios Venizelos;Athens;Greece;GR;37.936389;23.944444;433;264371;390903;37.936389, 23.944444
AKQ;Gunung Batin;Astraksetra;Indonesia;ID;-4.616667;105.233333;832;\N;1643084;-4.616667, 105.233333
AWZ;Ahwaz;Ahwaz;Iran;IR;31.216667;48.666667;632;144448;130758;31.216667, 48.666667
EGI;Duke Field;Valparaiso;United States;US;45.660833;18.418611;67;4927537;6252001;45.660833, 18.418611
DNS;Municipal;Denison;United States;US;41.983333;-95.383333;67;4853757;6252001;41.983333, -95.383333
FSK;Municipal;Fort Scott;United States;US;37.8;-94.766667;67;4271690;6252001;37.8, -94.766667
RUI;Municipal;Ruidoso;United States;US;33.416667;-105.583333;67;5488598;6252001;33.416667, -105.583333
SLN;Salina;Salina;United States;US;38.816667;-97.566667;67;5546253;6252001;38.816667, -97.566667
BNF;Warm Spring Bay SPB;Baranof;United States;US;57.083333;-134.816667;67;\N;6252001;57.083333, -134.816667
